timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1749973955631,14665,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973956632,11056,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973956632,14681,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973957632,24077,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973957632,14745,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973958632,20963,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973958632,14653,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973959633,17152,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973959633,14608,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973960633,16974,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973960633,14678,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973961634,11888,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973961634,14593,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973962634,23644,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973962634,14650,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973963634,19156,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973963634,14800,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973964635,19548,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973964635,14811,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973965635,13996,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973965635,14779,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973966635,17362,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973966635,14670,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973967635,16526,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973967635,14777,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973968636,17310,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973968636,14793,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973969636,18964,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973969636,14699,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973970636,18786,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973970636,14940,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973971637,18786,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973971637,14940,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973972637,18786,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973972637,14940,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973973638,18786,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973973638,14940,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973974638,20156,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973974638,14840,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973975639,20320,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973975639,14786,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973976639,14237,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973976639,14834,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973977639,22689,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973977639,14747,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973978640,18902,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973978641,14800,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973979642,17701,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973979642,14849,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973980642,17314,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973980642,14836,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973981642,15306,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973981642,14843,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973982643,16933,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973982643,14784,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973983643,22654,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973983643,14918,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973984643,18896,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973984643,14821,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973985644,15740,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973985644,14847,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973986644,18403,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973986644,14823,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973987644,13807,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973987644,14876,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973988644,14827,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973988644,14899,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973989644,17310,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973989644,14918,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973990644,15230,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973990644,14912,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973991644,27645,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973991644,14939,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973992645,23682,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973992645,14923,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973993645,16499,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973993645,14902,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973994645,21967,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973994645,14876,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973995646,23573,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
1749973995646,14837,172.21.18.237 Memory,,,,,true,,0,0,0,0,null,0,0,0
1749973996646,15113,172.21.18.237 CPU,,,,,true,,0,0,0,0,null,0,0,0
